train_acc,train_loss,val_acc,val_loss
0.7119,0.94066393,0.8321518987341773,0.48863974
0.84005,0.46277094,0.8594303797468356,0.40038034
0.8605,0.3969956,0.8660126582278482,0.37137362
0.86797,0.36420387,0.8700632911392405,0.3609381
0.87527,0.3441865,0.8650632911392405,0.36559647
0.88001,0.32671803,0.8767088607594935,0.35903302
0.8846799999999999,0.31255677,0.8790506329113923,0.337079
0.8886200000000001,0.30094072,0.8822784810126583,0.329923
0.89184,0.2896069,0.8841772151898734,0.31860065
0.89403,0.28151783,0.8858227848101267,0.3193648
0.89724,0.2706571,0.8834810126582276,0.3273324
0.89825,0.26473406,0.8875949367088608,0.3223525
0.9004800000000001,0.25739643,0.8874050632911394,0.333051
0.90349,0.24930377,0.8851265822784812,0.33151722
0.90527,0.2427505,0.8810759493670884,0.33417317
0.9076400000000001,0.23656753,0.8877215189873418,0.33096853
0.90913,0.23036377,0.8898734177215192,0.33134338
0.9113199999999999,0.22386575,0.8827215189873417,0.35311538
0.91327,0.21785687,0.8841139240506329,0.34808943
0.9154800000000001,0.21309824,0.8794303797468354,0.3621332
0.9166300000000001,0.2067326,0.8849367088607595,0.35189143
0.9188500000000001,0.20085278,0.8841772151898734,0.36452118
0.92059,0.19638792,0.8824050632911393,0.3473177
0.9233899999999999,0.19111429,0.8856329113924051,0.3692288
0.92416,0.18717214,0.880759493670886,0.3768199
0.9256299999999998,0.18192133,0.8812025316455697,0.394366
0.9274199999999999,0.17820148,0.8791772151898734,0.38411543
0.9290999999999999,0.17249908,0.8818354430379749,0.38810062
0.92951,0.16949835,0.8799367088607595,0.41785595
0.93089,0.166887,0.8770886075949366,0.40207207
0.9336899999999999,0.16077818,0.8756329113924051,0.40964112
0.9349099999999999,0.1585452,0.8753797468354431,0.4593977
0.9367099999999999,0.15543799,0.8770886075949366,0.42836192
0.93912,0.14808393,0.8744303797468355,0.46556666
0.9388799999999999,0.147677,0.8782911392405064,0.48548725
0.9405899999999999,0.14311063,0.8741772151898735,0.4563618
0.9417199999999999,0.13985516,0.8735443037974683,0.47189775
0.94326,0.13680002,0.876518987341772,0.52479935
0.94504,0.13302204,0.8768354430379748,0.5320254
0.94597,0.13134244,0.8733544303797469,0.49877784
0.947,0.12833047,0.8778481012658229,0.51981264
0.94764,0.1257117,0.8731645569620256,0.5067977
