train_acc,train_loss,val_acc,val_loss
0.73714,0.8676095,0.8393037974683545,0.47792545
0.8508399999999999,0.43706986,0.865632911392405,0.38224563
0.86822,0.3792564,0.8723417721518988,0.36187276
0.8760300000000001,0.3492019,0.8738607594936708,0.34947845
0.88152,0.33076835,0.8771518987341772,0.33065078
0.8851100000000001,0.31559512,0.888481012658228,0.31586254
0.89024,0.3033991,0.8840506329113924,0.31806853
0.8930899999999999,0.29400194,0.8871518987341773,0.30353108
0.8948599999999999,0.28625423,0.8909493670886076,0.30407807
0.8984500000000001,0.2781043,0.8898734177215192,0.30793294
0.8998200000000001,0.2711718,0.8870886075949367,0.31437224
0.90022,0.26505268,0.8929113924050633,0.30298498
0.90264,0.25879738,0.8935443037974684,0.3020932
0.9051100000000001,0.25408852,0.8924050632911392,0.3010194
0.9059,0.24925016,0.8931645569620251,0.29899383
0.90688,0.24438137,0.8943670886075952,0.30388367
0.90857,0.23846106,0.8945569620253164,0.2933799
0.91093,0.23351017,0.8927848101265823,0.31086865
0.91149,0.23038168,0.8909493670886075,0.30241448
0.9133,0.22534806,0.8895569620253165,0.311274
0.91437,0.22192809,0.8940506329113923,0.30702904
0.9154500000000001,0.21743408,0.8920886075949368,0.31246692
0.9167000000000001,0.2143004,0.8894936708860761,0.3087534
0.91898,0.20828722,0.8929113924050632,0.3194254
0.91955,0.20525192,0.8929746835443039,0.32618797
0.92084,0.20130707,0.8874683544303797,0.33260626
0.9227000000000001,0.19772854,0.8832278481012659,0.34129378
0.9236099999999999,0.19464013,0.8889240506329114,0.3344607
0.9243599999999998,0.1904926,0.8903164556962027,0.33725503
0.92607,0.18729474,0.8851265822784808,0.34185937
0.92671,0.18364447,0.8862658227848101,0.3441446
0.9287299999999999,0.17961413,0.8877215189873419,0.3577238
0.9294899999999999,0.1767287,0.886392405063291,0.35464993
0.93153,0.17364118,0.8845569620253164,0.3645298
0.93175,0.1704975,0.8865822784810128,0.3685909
0.9334,0.16609588,0.8853164556962025,0.364065
0.9331799999999999,0.16437967,0.884873417721519,0.36914244
0.93517,0.16041619,0.8885443037974683,0.37857628
0.93658,0.15648307,0.8840506329113923,0.39795095
0.9373199999999999,0.15441756,0.8819620253164558,0.38324484
0.93985,0.15052234,0.8846835443037973,0.3966995
0.93926,0.14813581,0.8808860759493672,0.4088534
0.9400499999999999,0.1461739,0.8833544303797469,0.41476402
0.9403699999999999,0.14418112,0.8846202531645568,0.4143601
0.94255,0.1396121,0.8796835443037975,0.42231542
0.9435999999999999,0.1381564,0.8782911392405062,0.4235399
0.9449599999999999,0.13455477,0.8801265822784811,0.43787274
0.9464499999999999,0.13137989,0.8816455696202531,0.46195877
0.9467899999999999,0.1297443,0.8808860759493672,0.44886866
