train_acc,train_loss,val_acc,val_loss
0.59116,1.4310756,0.7857051282051283,0.651024
0.80558,0.58078146,0.8275641025641025,0.49806678
0.83851,0.47472766,0.8473076923076923,0.43179083
0.85122,0.4291409,0.8569871794871795,0.40694034
0.86199,0.39466253,0.863076923076923,0.38836613
0.8695799999999999,0.3700841,0.8673717948717948,0.37667096
0.8745,0.3524224,0.8669871794871795,0.36677605
0.8776599999999999,0.3421445,0.8704487179487179,0.35781226
0.88206,0.32505092,0.8830128205128205,0.3371717
0.8862800000000001,0.31420848,0.8804487179487177,0.3334249
0.88825,0.30502772,0.877628205128205,0.33588484
0.8910899999999999,0.29560962,0.8807692307692306,0.33310825
0.8930999999999999,0.2895873,0.8841666666666667,0.32231748
0.89478,0.28284875,0.8872435897435897,0.3190641
0.8972899999999999,0.27708048,0.8846153846153848,0.32819203
0.89918,0.2685395,0.8841025641025642,0.32997102
0.9003099999999999,0.26292682,0.8868589743589743,0.3177989
0.90296,0.25608408,0.883846153846154,0.34071997
0.90526,0.25108695,0.8843589743589743,0.32870993
0.90701,0.24423802,0.8773076923076923,0.34458044
0.90799,0.24147543,0.879551282051282,0.3452106
0.90849,0.2359051,0.8881410256410257,0.32795706
0.9104,0.22979166,0.8794230769230771,0.34081572
0.91246,0.22313263,0.8827564102564102,0.33956784
0.91347,0.22010043,0.883974358974359,0.3400118
0.91698,0.21264535,0.8803846153846154,0.34998092
0.9179700000000001,0.2106769,0.8803846153846155,0.3499416
0.91892,0.20450461,0.882948717948718,0.3661199
0.9198700000000001,0.20084105,0.8855128205128202,0.3549851
0.92093,0.19699298,0.8775641025641026,0.36271867
0.9244300000000001,0.18953021,0.8750641025641025,0.3852786
0.9243300000000001,0.1883757,0.8757051282051281,0.37892604
0.9258,0.18133667,0.8777564102564102,0.37994114
0.92901,0.1750819,0.882179487179487,0.3759694
0.92945,0.17210513,0.8786538461538463,0.4019469
0.92963,0.17175817,0.8758333333333334,0.4005302
0.93084,0.1677705,0.8792307692307693,0.3960008
0.93372,0.1602183,0.8790384615384613,0.4081874
0.93509,0.15938114,0.8802564102564104,0.41860023
0.9347600000000001,0.1572207,0.8731410256410257,0.42559677
0.9370799999999999,0.15130232,0.8810256410256412,0.41999245
0.93811,0.14806657,0.8823076923076923,0.42342874
0.9403199999999999,0.14403269,0.8789102564102563,0.43728468
0.94012,0.14311326,0.8744871794871796,0.4432179
0.9411399999999999,0.14121589,0.8724358974358976,0.45091468
0.9430899999999999,0.1354202,0.8775,0.45387504
0.94459,0.13236979,0.8760897435897437,0.47299188
0.94599,0.12850465,0.8735897435897436,0.5003524
0.9471,0.12615913,0.8763461538461539,0.48049143
0.9475899999999999,0.12434056,0.8751282051282052,0.5153442
0.9488,0.12254387,0.8761538461538462,0.5152396
0.9495,0.119296014,0.8735897435897436,0.5254679
0.9490600000000001,0.11856155,0.873205128205128,0.5035127
0.9521399999999999,0.11318486,0.875448717948718,0.51175183
0.95196,0.11436816,0.8746794871794871,0.55279577
0.95389,0.10897786,0.8747435897435896,0.52567226
0.9560700000000001,0.10578854,0.8751923076923075,0.5514395
0.9565699999999999,0.10295215,0.8769871794871795,0.55990344
0.95704,0.10209502,0.8684615384615384,0.5925384
0.9584,0.09947423,0.8753846153846152,0.61371523
0.95721,0.10042359,0.8740384615384615,0.5957158
0.95599,0.104812056,0.8774358974358974,0.56187814
0.95954,0.09606359,0.8732692307692309,0.602182
0.9611100000000001,0.09286108,0.8676282051282049,0.6229043
0.96017,0.09504392,0.8710897435897434,0.6645629
0.9586899999999999,0.09905224,0.8711538461538462,0.6366687
0.96178,0.08996785,0.8694871794871796,0.6801856
0.9621799999999999,0.090585954,0.8723076923076923,0.6561098
0.9641000000000001,0.085410364,0.8707692307692307,0.6679965
0.96405,0.08638008,0.8739743589743588,0.66323096
0.96514,0.08324217,0.8685897435897436,0.7199836
0.96107,0.09416362,0.8714102564102563,0.68492985
0.96699,0.08076169,0.8682692307692307,0.6948567
0.9665,0.079727605,0.8683974358974361,0.71724176
0.96651,0.080045864,0.8726282051282053,0.7081022
0.96572,0.08144073,0.8724358974358976,0.7275106
0.96613,0.081011586,0.8703846153846152,0.72400206
0.9684400000000001,0.07460037,0.8714743589743588,0.73052645
0.96869,0.07531689,0.8728205128205128,0.73549473
0.9692999999999999,0.07465158,0.8709615384615385,0.73543483
0.9681799999999999,0.07639022,0.8671794871794873,0.76878613
0.97025,0.072508454,0.8692948717948719,0.74809843
0.96913,0.074431494,0.8716666666666668,0.7984445
0.9708399999999999,0.06982416,0.8694230769230767,0.79921377
0.96977,0.072547175,0.8687179487179489,0.77827954
0.96817,0.07981925,0.8712820512820512,0.7497894
0.97323,0.065132424,0.8742948717948718,0.8051379
0.972,0.068242155,0.8726923076923077,0.7929454
0.97481,0.06261038,0.8717948717948718,0.80762994
0.97253,0.067019016,0.8683974358974361,0.84931195
0.97139,0.070481054,0.8721153846153845,0.8360411
0.9699500000000001,0.07285908,0.8669871794871795,0.8177664
0.97223,0.06764058,0.8685897435897434,0.8454131
0.9743099999999999,0.062585086,0.8663461538461537,0.83696455
0.97656,0.056242064,0.8690384615384615,0.85247135
0.9759099999999999,0.05938281,0.8688461538461538,0.8833971
0.97062,0.07292967,0.8685897435897436,0.83835423
0.97505,0.061245184,0.8693589743589744,0.83755296
0.9768300000000001,0.057844117,0.8707051282051282,0.90440947
0.97654,0.057973105,0.871025641025641,0.8800537
